[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	[Origins]	2934	111	67	0	10	['4174']	
2874	6	4	0	210	['4174']	
2874	3	2	0	410	['4174']	
2874	3	2	0	610	['4174']	
2873	2	1	0	810	['4174']	
2873	1	1	0	1010	['4174']	
2874	2	1	0	1210	['4174']	
2874	2	1	0	1410	['4174']	
2873	1	1	0	1610	['4174']	
2873	1	1	0	1810	['4174']	
1799995	163488	229	11520	10	['4174']	
141113	660	12	11520	210	['4174']	
48951	116	6	11520	410	['4174']	
141120	228	3	11520	610	['4174']	
14393	15	3	11520	810	['4174']	
25914	24	2	11520	1010	['4174']	
37434	30	2	11520	1210	['4174']	
25913	18	2	11520	1410	['4174']	
14393	8	1	11520	1610	['4174']	
14393	7	1	11520	1810	['4174']	
5970286	542605	229	23040	10	['4174']	
141110	660	11	23040	210	['4174']	
95031	228	6	23040	410	['4174']	
141114	228	3	23040	610	['4174']	
71994	87	3	23040	810	['4174']	
95034	92	3	23040	1010	['4174']	
48953	40	2	23040	1210	['4174']	
25913	17	1	23040	1410	['4174']	
48953	30	1	23040	1610	['4174']	
71995	39	1	23040	1810	['4174']	
2240	48	5	0	10	['49377']	
2199	2	2	0	210	['49377']	
2199	1	2	0	410	['49377']	
2199	1	2	0	610	['49377']	
2198	0	2	0	810	['49377']	
2199	1	2	0	1010	['49377']	
2198	0	2	0	1210	['49377']	
2198	0	2	0	1410	['49377']	
2198	0	2	0	1610	['49377']	
2199	1	2	0	1810	['49377']	
762569	69168	5	11520	10	['49377']	
48280	220	2	11520	210	['49377']	
13719	29	2	11520	410	['49377']	
59802	95	2	11520	610	['49377']	
2198	0	2	11520	810	['49377']	
13719	12	2	11520	1010	['49377']	
2198	0	2	11520	1210	['49377']	
2198	0	2	11520	1410	['49377']	
2198	0	2	11520	1610	['49377']	
13719	7	2	11520	1810	['49377']	
2536671	230450	5	23040	10	['49377']	
48279	220	2	23040	210	['49377']	
25239	57	2	23040	410	['49377']	
71320	114	2	23040	610	['49377']	
2198	0	2	23040	810	['49377']	
25239	23	2	23040	1010	['49377']	
2198	0	2	23040	1210	['49377']	
2198	0	2	23040	1410	['49377']	
2198	0	2	23040	1610	['49377']	
25239	13	2	23040	1810	['49377']	
1675	136	82	0	10	['109847']	
1641	8	4	0	210	['109847']	
1640	5	2	0	410	['109847']	
1640	3	1	0	610	['109847']	
1640	3	1	0	810	['109847']	
1641	2	0	0	1010	['109847']	
1641	2	0	0	1210	['109847']	
1641	1	0	0	1410	['109847']	
1641	1	0	0	1610	['109847']	
1641	1	0	0	1810	['109847']	
1441693	200168	82	11520	10	['109847']	
128363	935	5	11520	210	['109847']	
36202	145	2	11520	410	['109847']	
128367	228	1	11520	610	['109847']	
24681	45	1	11520	810	['109847']	
24681	36	1	11520	1010	['109847']	
24681	30	0	11520	1210	['109847']	
13161	9	0	11520	1410	['109847']	
13161	8	0	11520	1610	['109847']	
13161	7	0	11520	1810	['109847']	
4794055	666210	82	23040	10	['109847']	
139881	990	4	23040	210	['109847']	
70761	285	2	23040	410	['109847']	
139883	266	1	23040	610	['109847']	
47720	116	1	23040	810	['109847']	
116841	161	0	23040	1010	['109847']	
24681	40	0	23040	1210	['109847']	
24681	17	0	23040	1410	['109847']	
24681	15	0	23040	1610	['109847']	
47721	26	0	23040	1810	['109847']	
2154	181	82	0	10	['139432']	
2083	10	4	0	210	['139432']	
2082	6	2	0	410	['139432']	
2081	4	2	0	610	['139432']	
2082	3	1	0	810	['139432']	
2082	2	1	0	1010	['139432']	
2082	2	1	0	1210	['139432']	
2082	1	0	0	1410	['139432']	
2082	1	0	0	1610	['139432']	
2082	1	0	0	1810	['139432']	
2144901	266192	82	11520	10	['139432']	
186408	1210	4	11520	210	['139432']	
48163	174	2	11520	410	['139432']	
186412	361	1	11520	610	['139432']	
36643	60	1	11520	810	['139432']	
36642	36	1	11520	1010	['139432']	
36643	30	1	11520	1210	['139432']	
25122	18	1	11520	1410	['139432']	
13601	8	1	11520	1610	['139432']	
25122	14	0	11520	1810	['139432']	
