[Simulation_Number]	[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	
1	5992	7	3	0	2000	
2	6035	7	1	0	1800	
3	5998	9	3	0	1600	
4	5996	9	3	0	1400	
5	5993	11	3	0	1200	
6	6004	11	3	0	1000	
7	5994	15	5	0	800	
8	5987	19	5	0	600	
9	6002	27	8	0	400	
10	6006	52	15	0	200	
11	29029	13	1	2880	2000	
12	40560	19	1	2880	1800	
13	80888	42	3	2880	1600	
14	26151	11	2	2880	1400	
15	40555	19	4	2880	1200	
16	216255	114	4	2880	1000	
17	77997	41	7	2880	800	
18	230662	118	8	2880	600	
19	78006	41	12	2880	400	
20	216248	110	21	2880	200	
21	219130	58	0	5760	2000	
22	52081	12	3	5760	1800	
23	98154	24	2	5760	1600	
24	57825	13	2	5760	1400	
25	236401	61	3	5760	1200	
26	219126	58	3	5760	1000	
27	92395	23	5	5760	800	
28	230665	59	8	5760	600	
29	230652	59	10	5760	400	
30	829798	216	22	5760	200	
31	66484	11	1	8640	2000	
32	213358	38	1	8640	1800	
33	101030	17	3	8640	1600	
34	83745	14	3	8640	1400	
35	101034	17	3	8640	1200	
36	222000	39	4	8640	1000	
37	498480	86	6	8640	800	
38	230626	40	7	8640	600	
39	472580	82	11	8640	400	
40	28354165	4983	23	8640	200	
41	224881	30	0	11520	2000	
42	121195	15	1	11520	1800	
43	98151	12	2	11520	1600	
44	109672	14	3	11520	1400	
45	236403	31	3	11520	1200	
46	224874	30	3	11520	1000	
47	236416	31	5	11520	800	
48	236404	30	7	11520	600	
49	1042819	136	12	11520	400	
50	823959	108	22	11520	200	
51	106801	11	2	14400	2000	
52	16912494	1858	3	14400	1800	
53	13398274	1498	4	14400	1600	
54	135586	14	2	14400	1400	
55	10561495	1160	6	14400	1200	
56	250800	26	3	14400	1000	
57	8041536	842	8	14400	800	
58	6039946	633	8	14400	600	
59	3951727	413	14	14400	400	
60	1964462	206	22	14400	200	
61	230646	20	1	17280	2000	
62	213352	19	1	17280	1800	
63	524411	45	3	17280	1600	
64	178789	16	3	17280	1400	
65	247923	21	4	17280	1200	
66	247921	21	4	17280	1000	
67	507114	44	5	17280	800	
68	1146530	100	7	17280	600	
69	472562	41	11	17280	400	
70	28362806	2493	23	17280	200	
71	126951	9	1	20160	2000	
72	167275	12	3	20160	1800	
73	308400	23	1	20160	1600	
74	227776	17	3	20160	1400	
75	772090	58	4	20160	1200	
76	247908	18	4	20160	1000	
77	308405	23	5	20160	800	
78	731757	55	7	20160	600	
79	691445	52	10	20160	400	
80	1417220	106	21	20160	200	
81	236387	16	3	23040	2000	
82	535921	37	1	23040	1800	
83	236388	16	2	23040	1600	
84	282483	19	3	23040	1400	
85	236392	16	3	23040	1200	
86	259433	17	6	23040	1000	
87	1204110	79	5	23040	800	
88	582016	38	7	23040	600	
89	1042834	68	11	23040	400	
90	3024291	198	22	23040	200	
91	2520275	151	1	25920	2000	
92	265193	15	3	25920	1800	
93	213350	12	2	25920	1600	
94	342949	21	3	25920	1400	
95	524405	30	3	25920	1200	
96	2209227	132	4	25920	1000	
97	498475	29	5	25920	800	
98	498478	29	7	25920	600	
99	1768572	103	11	25920	400	
100	28362809	1662	24	25920	200	
