[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	[Origins]	4453	234	227	0	10	['292563']	
4366	12	12	0	210	['292563']	
4369	6	6	0	410	['292563']	
4365	4	4	0	610	['292563']	
4365	3	3	0	810	['292563']	
4367	3	2	0	1010	['292563']	
4367	2	2	0	1210	['292563']	
4367	2	1	0	1410	['292563']	
4368	2	1	0	1610	['292563']	
4368	2	1	0	1810	['292563']	
3760019	341648	227	11520	10	['292563']	
326936	1540	11	11520	210	['292563']	
73491	174	5	11520	410	['292563']	
315424	513	3	11520	610	['292563']	
50448	60	3	11520	810	['292563']	
50448	48	2	11520	1010	['292563']	
50448	40	3	11520	1210	['292563']	
27406	18	3	11520	1410	['292563']	
27407	16	1	11520	1610	['292563']	
38927	21	1	11520	1810	['292563']	
12538368	1139680	228	23040	10	['292563']	
326929	1540	11	23040	210	['292563']	
165646	399	6	23040	410	['292563']	
326931	532	4	23040	610	['292563']	
119567	145	3	23040	810	['292563']	
280848	276	2	23040	1010	['292563']	
50446	40	3	23040	1210	['292563']	
73487	51	1	23040	1410	['292563']	
73487	45	1	23040	1610	['292563']	
119568	65	2	23040	1810	['292563']	
3508	33	88	0	10	['156125']	
3508	2	4	0	210	['156125']	
3508	1	2	0	410	['156125']	
3508	1	2	0	610	['156125']	
3508	1	1	0	810	['156125']	
3508	1	1	0	1010	['156125']	
3508	1	1	0	1210	['156125']	
3508	1	1	0	1410	['156125']	
3508	1	1	0	1610	['156125']	
3508	1	1	0	1810	['156125']	
520650	47160	227	11520	10	['156125']	
48406	220	11	11520	210	['156125']	
13848	29	5	11520	410	['156125']	
48413	76	3	11520	610	['156125']	
13850	15	2	11520	810	['156125']	
13851	12	3	11520	1010	['156125']	
25371	20	2	11520	1210	['156125']	
13851	9	1	11520	1410	['156125']	
13851	8	1	11520	1610	['156125']	
13851	7	1	11520	1810	['156125']	
