[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	[Origins]	3564	262	48	0	10	['2035']	
3369	13	2	0	210	['2035']	
3366	7	1	0	410	['2035']	
3363	5	1	0	610	['2035']	
3363	4	1	0	810	['2035']	
3364	3	0	0	1010	['2035']	
3364	3	1	0	1210	['2035']	
3364	2	0	0	1410	['2035']	
3364	2	0	0	1610	['2035']	
3364	2	0	0	1810	['2035']	
12319032	1120312	48	11520	10	['2035']	
360502	1705	2	11520	210	['2035']	
84008	203	1	11520	410	['2035']	
348983	570	0	11520	610	['2035']	
60965	75	1	11520	810	['2035']	
60965	60	0	11520	1010	['2035']	
60966	50	0	11520	1210	['2035']	
37924	27	0	11520	1410	['2035']	
26404	16	0	11520	1610	['2035']	
37923	21	0	11520	1810	['2035']	
