[Simulation_Number]	[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	
1	6355	1	4	0	2000	
2	6348	1	4	0	1800	
3	6347	1	5	0	1600	
4	6350	1	5	0	1400	
5	6347	1	5	0	1200	
6	6347	1	6	0	1000	
7	6353	1	7	0	800	
8	6347	1	8	0	600	
9	6348	2	13	0	400	
10	6357	3	25	0	200	
11	9230	1	4	2880	2000	
12	9229	1	4	2880	1800	
13	12108	2	6	2880	1600	
14	9230	1	7	2880	1400	
15	9226	1	7	2880	1200	
16	20756	5	9	2880	1000	
17	12120	2	11	2880	800	
18	20774	5	14	2880	600	
19	12111	2	22	2880	400	
20	20749	5	45	2880	200	
21	23646	3	4	5760	2000	
22	12107	1	5	5760	1800	
23	12109	1	6	5760	1600	
24	12107	1	6	5760	1400	
25	23633	3	7	5760	1200	
26	23668	3	9	5760	1000	
27	12129	1	11	5760	800	
28	23644	3	14	5760	600	
29	23628	3	22	5760	400	
30	58206	9	43	5760	200	
31	15004	1	4	8640	2000	
32	23647	2	4	8640	1800	
33	14988	1	6	8640	1600	
34	14987	1	6	8640	1400	
35	15001	1	8	8640	1200	
36	23646	2	9	8640	1000	
37	40910	4	12	8640	800	
38	23628	2	14	8640	600	
39	40912	4	23	8640	400	
40	1794861	207	44	8640	200	
41	29398	2	4	11520	2000	
42	17882	1	5	11520	1800	
43	17870	1	6	11520	1600	
44	17881	1	6	11520	1400	
45	29391	2	8	11520	1200	
46	29396	2	9	11520	1000	
47	29401	2	12	11520	800	
48	29388	2	15	11520	600	
49	75483	6	22	11520	400	
50	63948	5	45	11520	200	
51	20749	1	5	14400	2000	
52	1187212	82	5	14400	1800	
53	1014388	70	7	14400	1600	
54	20759	1	6	14400	1400	
55	740767	51	8	14400	1200	
56	20750	1	9	14400	1000	
57	510377	35	11	14400	800	
58	380768	26	14	14400	600	
59	251158	17	22	14400	400	
60	135953	9	43	14400	200	
61	23628	1	4	17280	2000	
62	23650	1	4	17280	1800	
63	40929	2	6	17280	1600	
64	23652	1	7	17280	1400	
65	23636	1	7	17280	1200	
66	23630	1	9	17280	1000	
67	40906	2	12	17280	800	
68	75472	4	15	17280	600	
69	58191	3	23	17280	400	
70	1803501	104	44	17280	200	
71	26506	1	5	20160	2000	
72	26515	1	5	20160	1800	
73	26518	1	6	20160	1600	
74	26506	1	7	20160	1400	
75	66829	3	7	20160	1200	
76	26512	1	9	20160	1000	
77	26507	1	12	20160	800	
78	66831	3	14	20160	600	
79	66832	3	23	20160	400	
80	107154	5	45	20160	200	
81	29386	1	4	23040	2000	
82	52431	2	4	23040	1800	
83	29392	1	6	23040	1600	
84	29395	1	7	23040	1400	
85	29391	1	8	23040	1200	
86	29402	1	9	23040	1000	
87	98518	4	12	23040	800	
88	52443	2	14	23040	600	
89	75478	3	22	23040	400	
90	213726	9	43	23040	200	
91	187800	7	4	25920	2000	
92	32285	1	5	25920	1800	
93	32269	1	6	25920	1600	
94	32283	1	7	25920	1400	
95	58191	2	8	25920	1200	
96	161881	6	9	25920	1000	
97	58188	2	12	25920	800	
98	58228	2	15	25920	600	
99	135953	5	23	25920	400	
100	1768929	68	44	25920	200	
