[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	[Origins]	1593	136	22	0	10	['107466']	
1603	7	2	0	210	['107466']	
1604	4	1	0	410	['107466']	
1604	3	1	0	610	['107466']	
1604	2	1	0	810	['107466']	
1604	2	1	0	1010	['107466']	
1604	2	1	0	1210	['107466']	
1604	1	1	0	1410	['107466']	
1604	1	1	0	1610	['107466']	
1604	1	1	0	1810	['107466']	
2190331	199120	22	11520	10	['107466']	
197238	935	2	11520	210	['107466']	
47470	116	1	11520	410	['107466']	
185718	304	1	11520	610	['107466']	
35949	45	1	11520	810	['107466']	
35949	36	1	11520	1010	['107466']	
35949	30	1	11520	1210	['107466']	
24428	18	1	11520	1410	['107466']	
24429	16	1	11520	1610	['107466']	
24428	14	1	11520	1810	['107466']	
7282234	662020	22	23040	10	['107466']	
208752	990	2	23040	210	['107466']	
93549	228	1	23040	410	['107466']	
185711	304	1	23040	610	['107466']	
70509	87	1	23040	810	['107466']	
162669	161	1	23040	1010	['107466']	
47468	40	1	23040	1210	['107466']	
47468	34	1	23040	1410	['107466']	
47468	30	1	23040	1610	['107466']	
70509	39	1	23040	1810	['107466']	
1680	153	7	0	10	['96678']	
1553	8	1	0	210	['96678']	
1551	4	1	0	410	['96678']	
1550	3	1	0	610	['96678']	
1550	2	1	0	810	['96678']	
1550	2	1	0	1010	['96678']	
1550	2	1	0	1210	['96678']	
1550	2	1	0	1410	['96678']	
1550	1	1	0	1610	['96678']	
1550	1	1	0	1810	['96678']	
2443950	223224	160	11520	10	['96678']	
220441	1045	1	11520	210	['96678']	
47632	116	1	11520	410	['96678']	
208921	342	1	11520	610	['96678']	
36111	45	1	11520	810	['96678']	
36110	36	1	11520	1010	['96678']	
36111	30	1	11520	1210	['96678']	
24590	18	1	11520	1410	['96678']	
24590	16	1	11520	1610	['96678']	
24590	14	1	11520	1810	['96678']	
8134901	741630	160	23040	10	['96678']	
231955	1100	1	23040	210	['96678']	
93711	228	1	23040	410	['96678']	
208912	342	1	23040	610	['96678']	
93711	116	1	23040	810	['96678']	
185871	184	1	23040	1010	['96678']	
47630	40	1	23040	1210	['96678']	
47630	34	1	23040	1410	['96678']	
47630	30	1	23040	1610	['96678']	
93712	52	1	23040	1810	['96678']	
1570	138	19	0	10	['105840']	
1580	7	1	0	210	['105840']	
1580	4	1	0	410	['105840']	
1580	3	1	0	610	['105840']	
1580	2	1	0	810	['105840']	
1580	2	1	0	1010	['105840']	
1580	2	1	0	1210	['105840']	
1580	1	1	0	1410	['105840']	
1580	1	1	0	1610	['105840']	
1580	1	1	0	1810	['105840']	
2224918	202264	19	11520	10	['105840']	
197263	935	1	11520	210	['105840']	
47495	116	1	11520	410	['105840']	
185742	304	1	11520	610	['105840']	
35974	45	1	11520	810	['105840']	
35974	36	1	11520	1010	['105840']	
35974	30	1	11520	1210	['105840']	
24453	18	1	11520	1410	['105840']	
24452	16	1	11520	1610	['105840']	
24452	14	1	11520	1810	['105840']	
7397462	672495	19	23040	10	['105840']	
208777	990	1	23040	210	['105840']	
93574	228	1	23040	410	['105840']	
185735	304	1	23040	610	['105840']	
70533	87	1	23040	810	['105840']	
162693	161	1	23040	1010	['105840']	
47492	40	1	23040	1210	['105840']	
47492	34	1	23040	1410	['105840']	
47492	30	1	23040	1610	['105840']	
70533	39	1	23040	1810	['105840']	
1869	179	0	0	10	['85582']	
1721	10	0	0	210	['85582']	
1718	6	0	0	410	['85582']	
1716	4	0	0	610	['85582']	
1717	4	0	0	810	['85582']	
1717	3	0	0	1010	['85582']	
1717	3	0	0	1210	['85582']	
1717	3	0	0	1410	['85582']	
1716	3	0	0	1610	['85582']	
1716	2	0	0	1810	['85582']	
