[Simulation_Number]	[Simulation_Duration]	[Head_Collision_Amount]	[Tail_Collision_Amount]	[Replication_Repair_Duration]	[Transcription_Start_Delay]	
1	3881	4	0	0	2000	
2	3875	4	0	0	1800	
3	3878	4	0	0	1600	
4	3885	6	2	0	1400	
5	3898	6	1	0	1200	
6	3895	7	1	0	1000	
7	3881	8	1	0	800	
8	3874	11	2	0	600	
9	3894	16	3	0	400	
10	3880	31	7	0	200	
11	12514	6	0	2880	2000	
12	18288	10	0	2880	1800	
13	32686	20	0	2880	1600	
14	12521	6	2	2880	1400	
15	18276	10	1	2880	1200	
16	78772	50	0	2880	1000	
17	32680	19	0	2880	800	
18	75888	49	2	2880	600	
19	32704	19	2	2880	400	
20	70127	45	7	2880	200	
21	78762	25	0	5760	2000	
22	21159	6	2	5760	1800	
23	32677	10	0	5760	1600	
24	21159	6	1	5760	1400	
25	78763	25	0	5760	1200	
26	78801	25	0	5760	1000	
27	32687	10	1	5760	800	
28	78788	25	2	5760	600	
29	78763	26	4	5760	400	
30	268880	90	6	5760	200	
31	29797	6	0	8640	2000	
32	81641	17	0	8640	1800	
33	38446	8	1	8640	1600	
34	38438	7	0	8640	1400	
35	38449	8	2	8640	1200	
36	81645	17	0	8640	1000	
37	159401	35	1	8640	800	
38	81635	17	2	8640	600	
39	150768	33	3	8640	400	
40	9188310	2086	7	8640	200	
41	84519	13	0	11520	2000	
42	38436	6	0	11520	1800	
43	38441	6	1	11520	1600	
44	38440	6	0	11520	1400	
45	84517	13	0	11520	1200	
46	84516	13	0	11520	1000	
47	84536	13	1	11520	800	
48	84516	13	2	11520	600	
49	337969	56	2	11520	400	
50	268851	45	7	11520	200	
51	32696	4	0	14400	2000	
52	6138608	827	2	14400	1800	
53	5144814	693	2	14400	1600	
54	61524	7	1	14400	1400	
55	3834384	516	2	14400	1200	
56	90301	11	1	14400	1000	
57	2552784	344	1	14400	800	
58	1919184	261	1	14400	600	
59	1256723	169	2	14400	400	
60	623098	85	6	14400	200	
61	90291	9	0	17280	2000	
62	90282	9	0	17280	1800	
63	176689	19	0	17280	1600	
64	73002	8	1	17280	1400	
65	90290	9	0	17280	1200	
66	90282	9	1	17280	1000	
67	176684	19	2	17280	800	
68	366770	41	2	17280	600	
69	159420	18	3	17280	400	
70	9179666	1042	7	17280	200	
71	44200	4	0	20160	2000	
72	64354	5	1	20160	1800	
73	104677	10	0	20160	1600	
74	84528	8	0	20160	1400	
75	265969	25	0	20160	1200	
76	84515	8	1	20160	1000	
77	104678	10	2	20160	800	
78	245799	23	2	20160	600	
79	225639	21	2	20160	400	
80	447407	44	6	20160	200	
81	96038	7	0	23040	2000	
82	211245	17	0	23040	1800	
83	96041	7	0	23040	1600	
84	96036	8	0	23040	1400	
85	96046	7	1	23040	1200	
86	96046	7	1	23040	1000	
87	395566	33	1	23040	800	
88	188203	16	2	23040	600	
89	349514	29	3	23040	400	
90	971603	83	6	23040	200	
91	885169	66	0	25920	2000	
92	81636	6	0	25920	1800	
93	81649	6	1	25920	1600	
94	159395	11	0	25920	1400	
95	185317	13	0	25920	1200	
96	781485	58	0	25920	1000	
97	185324	13	2	25920	800	
98	159401	12	2	25920	600	
99	574121	42	3	25920	400	
100	9231521	698	7	25920	200	
